"Symbol","Synonym Symbol","Scientific Name with Author","State Common Name","Family","Scientific Name"
"ELNU2","PHOC3","Philotria occidentalis (Pursh) House","","Hydrocharitaceae","Philotria occidentalis"
"ELNU2","UDVEM","Udora verticillata (L. f.) Spreng. var. minor Engelm. ex Caspary","","Hydrocharitaceae","Udora verticillata f.) var. minor"
"ELOB2","","Eleocharis obtusa (Willd.) Schult.","blunt spikesedge","Cyperaceae","Eleocharis obtusa"
"ELOB2","ELOBE2","Eleocharis obtusa (Willd.) Schult. var. ellipsoidalis Fernald ex Svens.","","Cyperaceae","Eleocharis obtusa var. ellipsoidalis"
"ELOB2","ELOBG","Eleocharis obtusa (Willd.) Schult. var. gigantea (C.B. Clarke) Fernald","","Cyperaceae","Eleocharis obtusa var. gigantea"
"ELOB2","ELOBJ","Eleocharis obtusa (Willd.) Schult. var. jejuna Fernald","","Cyperaceae","Eleocharis obtusa var. jejuna"
"ELOB2","ELOBO2","Eleocharis obtusa (Willd.) Schult. var. obtusa","","Cyperaceae","Eleocharis obtusa var. obtusa"
"ELOB2","ELOBP","Eleocharis obtusa (Willd.) Schult. var. peasei Svens.","","Cyperaceae","Eleocharis obtusa var. peasei"
"ELOB2","ELOVO","Eleocharis ovata (Roth) Roem. & Schult. var. obtusa (Willd.) Kük.","","Cyperaceae","Eleocharis ovata var. obtusa"
"ELOB2","SCOB3","Scirpus obtusus Willd.","","Cyperaceae","Scirpus obtusus"
"ELODE","","Elodea Michx.","waterweed","Hydrocharitaceae","Elodea"
"ELOV","","Eleocharis ovata (Roth) Roem. & Schult.","ovate spikerush","Cyperaceae","Eleocharis ovata"
"ELOV","ELAN3","Eleocharis annua House","","Cyperaceae","Eleocharis annua"
"ELOV","ELOBH","Eleocharis obtusa (Willd.) Schult. var. heuseri Uechtr.","","Cyperaceae","Eleocharis obtusa var. heuseri"
"ELOV","ELOBO","Eleocharis obtusa (Willd.) Schult. var. ovata (Roth) Drapalik & Mohlenbr.","","Cyperaceae","Eleocharis obtusa var. ovata"
"ELOV","SCOV3","Scirpus ovatus Roth","","Cyperaceae","Scirpus ovatus"
"ELPA3","","Eleocharis palustris (L.) Roem. & Schult.","creeping spikerush","Cyperaceae","Eleocharis palustris"
"ELPA5","","Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer","dwarf spikerush","Cyperaceae","Eleocharis parvula"
"ELPA5","CHME11","Chaetocyperus membranacea Buckley","","Cyperaceae","Chaetocyperus membranacea"
"ELPA5","ELCO6","Eleocharis coloradoensis (Britton) Gilly","","Cyperaceae","Eleocharis coloradoensis"
"ELPA5","ELLE","Eleocharis leptos (Steud.) Svens.","","Cyperaceae","Eleocharis leptos"
"ELPA5","ELLEC","Eleocharis leptos (Steud.) Svens. var. coloradoensis (Britton) Svens.","","Cyperaceae","Eleocharis leptos var. coloradoensis"
"ELPA5","ELLEJ","Eleocharis leptos (Steud.) Svens. var. johnstonii Svens.","","Cyperaceae","Eleocharis leptos var. johnstonii"
"ELPA5","ELME2","Eleocharis membranacea (Buckley) Gilly","","Cyperaceae","Eleocharis membranacea"
"ELPA5","ELPAA","Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer var. anachaeta (Britton) Svens.","","Cyperaceae","Eleocharis parvula var. anachaeta"
"ELPA5","ELPAC","Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer var. coloradoensis (Britton) Beetle","","Cyperaceae","Eleocharis parvula var. coloradoensis"
"ELPA5","SCNA2","Scirpus nanus Spreng.","","Cyperaceae","Scirpus nanus"
"ELPA5","SCNAA","Scirpus nanus Spreng. var. anachaetus (Torr.) Britton","","Cyperaceae","Scirpus nanus var. anachaetus"
"ELPAP","","Eleocharis palustris (L.) Roem. & Schult. var. palustris","common spikerush","Cyperaceae","Eleocharis palustris var. palustris"
"ELPAP","ELCAA","Eleocharis calva Torr. var. australis (Nees) H. St. John","","Cyperaceae","Eleocharis calva var. australis"
"ELPAP","ELMA6","Eleocharis mamillata auct. non (Lindb. f.) Lindb. f.","","Cyperaceae","Eleocharis mamillata f.) f."
"ELPAP","ELPAA2","Eleocharis palustris (L.) Roem. & Schult. var. australis Nees","","Cyperaceae","Eleocharis palustris var. australis"
"ELPAP","ELPAM","Eleocharis palustris (L.) Roem. & Schult. var. major Sonder","","Cyperaceae","Eleocharis palustris var. major"
"ELPAP","ELSM","Eleocharis smallii Britton","","Cyperaceae","Eleocharis smallii"
"ELPAP","ELSMM2","Eleocharis smallii Britton var. major (Sonder) Seymour","","Cyperaceae","Eleocharis smallii var. major"
"ELPAP","SCPA20","Scirpus palustris L.","","Cyperaceae","Scirpus palustris"
"ELPS","","Elymus ×pseudorepens (Scribn. & J.G. Sm.) Barkworth & D.R. Dewey [lanceolatus × trachycaulus]","","Poaceae","Elymus trachycaulus]"
"ELPS","AGPS","Agropyron pseudorepens Scribn. & J.G. Sm.","","Poaceae","Agropyron pseudorepens"
"ELPS","AGPSM","Agropyron pseudorepens Scribn. & J.G. Sm. var. magnum Scribn. & J.G. Sm.","","Poaceae","Agropyron pseudorepens var. magnum"
"ELPS","AGPSS","Agropyron pseudorepens Scribn. & J.G. Sm. var. sennii B. Boivin","","Poaceae","Agropyron pseudorepens var. sennii"
"ELPS","AGVA5","Agropyron vaillantianum (Wulfen & Schreb.) Trautv. ex Besser","","Poaceae","Agropyron vaillantianum"
"ELPS","ELPS2","Elymus pseudorepens (Scribn. & J.G. Sm.) Gould, database artifact","","Poaceae","Elymus pseudorepens database artifact"
"ELPY","","Elliottia pyroliflora (Bong.) S.W. Brim & P.F. Stevens","copperbush","Ericaceae","Elliottia pyroliflora"
"ELPY","CLPY3","Cladothamnus pyroliflorus Bong.","","Ericaceae","Cladothamnus pyroliflorus"
"ELQU2","","Eleocharis quinqueflora (Hartmann) O. Schwarz","fewflower spikerush","Cyperaceae","Eleocharis quinqueflora"
"ELQU2","ELBE2","Eleocharis bernardina Munz & I.M. Johnst.","","Cyperaceae","Eleocharis bernardina"
"ELQU2","ELPA6","Eleocharis pauciflora (Lightf.) Link","","Cyperaceae","Eleocharis pauciflora"
"ELQU2","ELPAB","Eleocharis pauciflora (Lightf.) Link var. bernardina (Munz & I.M. Johnst.) Svens.","","Cyperaceae","Eleocharis pauciflora var. bernardina"
"ELQU2","ELPAF","Eleocharis pauciflora (Lightf.) Link var. fernaldii Svens.","","Cyperaceae","Eleocharis pauciflora var. fernaldii"
"ELQU2","ELQUF","Eleocharis quinqueflora (Hartmann) O. Schwarz ssp. fernaldii (Svens.) Hultén","","Cyperaceae","Eleocharis quinqueflora ssp. fernaldii"
"ELQU2","ELQUB","Eleocharis quinqueflora (Hartmann) O. Schwarz var. bernardina (Munz & I.M. Johnst.) S. González & P.M. Peterson","","Cyperaceae","Eleocharis quinqueflora var. bernardina"
"ELQU2","SCPA15","Scirpus pauciflorus Lightf.","","Cyperaceae","Scirpus pauciflorus"
"ELQU2","SCQU4","Scirpus quinqueflorus Hartmann","","Cyperaceae","Scirpus quinqueflorus"
"ELRA3","","Elmera racemosa (S. Watson) Rydb.","yellow coralbells","Saxifragaceae","Elmera racemosa"
"ELRAP","","Elmera racemosa (S. Watson) Rydb. var. puberulenta C.L. Hitchc.","yellow coralbells","Saxifragaceae","Elmera racemosa var. puberulenta"
"ELRAR","","Elmera racemosa (S. Watson) Rydb. var. racemosa","yellow coralbells","Saxifragaceae","Elmera racemosa var. racemosa"
"ELRAR","HERA6","Heuchera racemosa S. Watson","","Saxifragaceae","Heuchera racemosa"
"ELRE4","","Elymus repens (L.) Gould","quackgrass","Poaceae","Elymus repens"
"ELRE4","AGRE2","Agropyron repens (L.) P. Beauv.","","Poaceae","Agropyron repens"
"ELRE4","AGRES","Agropyron repens (L.) P. Beauv. var. subulatum (Schreb.) Roem. & Schult.","","Poaceae","Agropyron repens var. subulatum"
"ELRE4","ELRE3","Elytrigia repens (L.) Desv. ex Nevski","","Poaceae","Elytrigia repens"
"ELRE4","ELREV","Elytrigia repens (L.) Desv. ex Nevski var. vaillantiana (Wulfen & Schreb.) Prokudin","","Poaceae","Elytrigia repens var. vaillantiana"
"ELRE4","ELVA3","Elytrigia vaillantiana (Wulfen & Schreb.) Beetle","","Poaceae","Elytrigia vaillantiana"
"ELRE4","TRRE9","Triticum repens L.","","Poaceae","Triticum repens"
"ELRE4","TRVA4","Triticum vaillantianum Wulfen & Schreb.","","Poaceae","Triticum vaillantianum"
"ELRO2","","Eleocharis rostellata (Torr.) Torr.","beaked spikerush","Cyperaceae","Eleocharis rostellata"
"ELRO2","ELROC","Eleocharis rostellata (Torr.) Torr. var. congdonii Jeps.","","Cyperaceae","Eleocharis rostellata var. congdonii"
"ELRO2","ELROO","Eleocharis rostellata (Torr.) Torr. var. occidentalis S. Watson","","Cyperaceae","Eleocharis rostellata var. occidentalis"
"ELRO2","SCRO6","Scirpus rostellatus Torr.","","Cyperaceae","Scirpus rostellatus"
"ELRU","","Elatine rubella Rydb.","southwestern waterwort","Elatinaceae","Elatine rubella"
"ELSC4","","Elymus scribneri (Vasey) M.E. Jones","spreading wheatgrass","Poaceae","Elymus scribneri"
"ELSC4","AGSC4","Agropyron scribneri Vasey","","Poaceae","Agropyron scribneri"
"ELST","","×Elyhordeum stebbinsianum (Bowden) Bowden [Elymus glaucus × Hordeum jubatum]","Stebbins' barley","Poaceae","×Elyhordeum stebbinsianum glaucus jubatum]"
"ELST","ELST4","×Elymordeum stebbinsianum Bowden","","Poaceae","×Elymordeum stebbinsianum"
"ELST","ELST6","×Elytesion stebbinsianum (Bowden) Barkworth & D.R. Dewey","","Poaceae","×Elytesion stebbinsianum"
"ELSU","","Elymus submuticus (Hook.) Smyth & Smyth","Virginia wildrye","Poaceae","Elymus submuticus"
"ELSU","ELCU2","Elymus curvatus Piper","","Poaceae","Elymus curvatus"
"ELSU","ELVIJ2","Elymus virginicus L. var. jenkinsii Bowden","","Poaceae","Elymus virginicus var. jenkinsii"
"ELSU","ELVIS","Elymus virginicus L. var. submuticus Hook.","","Poaceae","Elymus virginicus var. submuticus"
"ELSU2","","Eleocharis suksdorfiana P. Beauv.","Suksdorf's spikerush","Cyperaceae","Eleocharis suksdorfiana"
"ELSU2","ELPAS","Eleocharis pauciflora (Lightf.) Link var. suksdorfiana (P. Beauv.) Svens.","","Cyperaceae","Eleocharis pauciflora var. suksdorfiana"
"ELSU2","ELQUS","Eleocharis quinqueflora (Hartmann) O. Schwarz ssp. suksdorfiana (P. Beauv.) Hultén","","Cyperaceae","Eleocharis quinqueflora ssp. suksdorfiana"
"ELSU2","ELQUS2","Eleocharis quinqueflora (Hartmann) O. Schwarz var. suksdorfiana (P. Beauv.) J.T. Howell","","Cyperaceae","Eleocharis quinqueflora var. suksdorfiana"
"ELTR7","","Elymus trachycaulus (Link) Gould ex Shinners","slender wheatgrass","Poaceae","Elymus trachycaulus"
"ELTRS","","Elymus trachycaulus (Link) Gould ex Shinners ssp. subsecundus (Link) Á. Löve & D. Löve","slender wheatgrass","Poaceae","Elymus trachycaulus ssp. subsecundus"
"ELTRS","AGCAU","Agropyron caninum (L.) P. Beauv. var. unilaterale (Cassidy) C.L. Hitchc.","","Poaceae","Agropyron caninum var. unilaterale"
"ELTRS","AGLA5","Agropyron laeve (Scribn. & J.G. Sm.) Hitchc.","","Poaceae","Agropyron laeve"
"ELTRS","AGPAL","Agropyron parishii Scribn. & J.G. Sm. var. laeve Scribn. & J.G. Sm.","","Poaceae","Agropyron parishii var. laeve"
"ELTRS","AGPAL2","Agropyron pauciflorum (Schwein.) Hitchc. ex Silveus ssp. laeve (Scribn. & J.G. Sm.) Gould","","Poaceae","Agropyron pauciflorum ssp. laeve"
"ELTRS","AGPAG5","Agropyron pauciflorum (Schwein.) Hitchc. ex Silveus var. glaucum (Pease & A.H. Moore) Taylor","","Poaceae","Agropyron pauciflorum var. glaucum"
"ELTRS","AGSU","Agropyron subsecundum (Link) Hitchc.","","Poaceae","Agropyron subsecundum"
"ELTRS","AGTRC","Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. ciliatum (Scribn. & J.G. Sm.) Gleason","","Poaceae","Agropyron trachycaulum var. ciliatum"
"ELTRS","AGTRG","Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. glaucum (Pease & A.H. Moore) Malte","","Poaceae","Agropyron trachycaulum var. glaucum"
"ELTRS","AGTRU","Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. unilaterale (Cassidy) Malte","","Poaceae","Agropyron trachycaulum var. unilaterale"
"ELTRS","ELLA4","Elymus laevis (Scribn. & J.G. Sm.) Hoover","","Poaceae","Elymus laevis"
"ELTRS","ELSU3","Elymus subsecundus (Link) Á. Löve & D. Löve","","Poaceae","Elymus subsecundus"
"ELTRS","ELTRG","Elymus trachycaulus (Link) Gould ex Shinners ssp. glaucus (Pease & A.H. Moore) Cody","","Poaceae","Elymus trachycaulus ssp. glaucus"
"ELTRS","ELTRU","Elymus trachycaulus (Link) Gould ex Shinners var. unilateralis (Cassidy) Beetle","","Poaceae","Elymus trachycaulus var. unilateralis"
"ELTRT","","Elymus trachycaulus (Link) Gould ex Shinners ssp. trachycaulus","slender wheatgrass","Poaceae","Elymus trachycaulus ssp. trachycaulus"
"ELTRT","AGBR2","Agropyron brevifolium Scribn.","","Poaceae","Agropyron brevifolium"
"ELTRT","AGCAM","Agropyron caninum (L.) P. Beauv. ssp. majus (Vasey) C.L. Hitchc.","","Poaceae","Agropyron caninum ssp. majus"
"ELTRT","AGCAA","Agropyron caninum (L.) P. Beauv. var. andinum (Scribn. & J.G. Sm.) C.L. Hitchc.","","Poaceae","Agropyron caninum var. andinum"
"ELTRT","AGCAH","Agropyron caninum (L.) P. Beauv. var. hornemannii (W.D.J. Koch) Pease & A.H. Moore","","Poaceae","Agropyron caninum var. hornemannii"
"ELTRT","AGCAM2","Agropyron caninum (L.) P. Beauv. var. mitchellii S.L. Welsh","","Poaceae","Agropyron caninum var. mitchellii"
"ELTRT","AGPA15","Agropyron pauciflorum (Schwein.) Hitchc. ex Silveus","","Poaceae","Agropyron pauciflorum"
"ELTRT","AGPAM","Agropyron pauciflorum (Schwein.) Hitchc. ex Silveus ssp. majus (Vasey) Melderis","","Poaceae","Agropyron pauciflorum ssp. majus"
"ELTRT","AGPAN4","Agropyron pauciflorum (Schwein.) Hitchc. ex Silveus ssp. novae-angliae (Scribn.) Melderis","","Poaceae","Agropyron pauciflorum ssp. novae-angliae"
"ELTRT","AGPAT","Agropyron pauciflorum (Schwein.) Hitchc. ex Silveus ssp. teslinense (A.E. Porsild & Senn) Melderis","","Poaceae","Agropyron pauciflorum ssp. teslinense"
"ELTRT","AGPAN5","Agropyron pauciflorum (Schwein.) Hitchc. ex Silveus var. novae-angliae (Scribn.) Roy L. Taylor & MacBryde","","Poaceae","Agropyron pauciflorum var. novae-angliae"
"ELTRT","AGSUA","Agropyron subsecundum (Link) Hitchc. var. andinum (Scribn. & J.G. Sm.) Hitchc.","","Poaceae","Agropyron subsecundum var. andinum"
"ELTRT","AGTE4","Agropyron tenerum Vasey","","Poaceae","Agropyron tenerum"
"ELTRT","AGTE6","Agropyron teslinense A.E. Porsild & Senn","","Poaceae","Agropyron teslinense"
"ELTRT","AGTR","Agropyron trachycaulum (Link) Malte ex H.F. Lewis","","Poaceae","Agropyron trachycaulum"
"ELTRT","AGTRM","Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. majus (Vasey) Fernald","","Poaceae","Agropyron trachycaulum var. majus"
"ELTRT","AGTRN","Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. novae-angliae (Scribn.) Fernald","","Poaceae","Agropyron trachycaulum var. novae-angliae"
"ELTRT","AGVIA3","Agropyron violaceum (Hornem.) Lange ssp. andinum (Scribn. & J.G. Sm.) Melderis","","Poaceae","Agropyron violaceum ssp. andinum"
"ELTRT","AGVIA2","Agropyron violaceum (Hornem.) Lange var. andinum Scribn. & J.G. Sm.","","Poaceae","Agropyron violaceum var. andinum"
"ELTRT","ELDOV","Elymus donianus (F.B. White) Á. Löve & D. Löve ssp. virescens (Lange) Á. Löve & D. Löve","","Poaceae","Elymus donianus ssp. virescens"
"ELTRT","ELPA12","Elymus pauciflorus (Schwein.) Gould, non Lam.","","Poaceae","Elymus pauciflorus"
"ELTRT","ELTRA2","Elymus trachycaulus (Link) Gould ex Shinners ssp. andinus (Scribn. & J.G. Sm.) Á. Löve & D. Löve","","Poaceae","Elymus trachycaulus ssp. andinus"
"ELTRT","ELTRN","Elymus trachycaulus (Link) Gould ex Shinners ssp. novae-angliae (Scribn.) Tzvelev","","Poaceae","Elymus trachycaulus ssp. novae-angliae"
"ELTRT","ELTRT2","Elymus trachycaulus (Link) Gould ex Shinners ssp. teslinensis (A.E. Porsild & Senn) Á. Löve","","Poaceae","Elymus trachycaulus ssp. teslinensis"
"ELTRT","ELTRA3","Elymus trachycaulus (Link) Gould ex Shinners var. andinus (Scribn. & J.G. Sm.) Dorn","","Poaceae","Elymus trachycaulus var. andinus"
"ELTRT","ELTRM3","Elymus trachycaulus (Link) Gould ex Shinners var. majus (Vasey) Beetle","","Poaceae","Elymus trachycaulus var. majus"
"ELTRT","ROPA7","Roegneria pauciflora (Schwein.) Hyl.","","Poaceae","Roegneria pauciflora"
"ELTRT","ROTR4","Roegneria trachycaula (Link) Nevski","","Poaceae","Roegneria trachycaula"
"ELTRT","TRTR10","Triticum trachycaulum Link","","Poaceae","Triticum trachycaulum"
"ELUM","","Elaeagnus umbellata Thunb.","autumn olive","Elaeagnaceae","Elaeagnus umbellata"
"ELUMP","","Elaeagnus umbellata Thunb. var. parvifolia (Wall. ex Royle) C.K. Schneid.","autumn olive","Elaeagnaceae","Elaeagnus umbellata var. parvifolia"
"ELUMP","ELPA10","Elaeagnus parvifolia Wall. ex Royle","","Elaeagnaceae","Elaeagnus parvifolia"
"ELUN","","Eleocharis uniglumis (Link) Schult.","onescale spikerush","Cyperaceae","Eleocharis uniglumis"
"ELUN","SCUN5","Scirpus uniglumis Link","","Cyperaceae","Scirpus uniglumis"
"ELWA2","","Elymus wawawaiensis J. Carlson & Barkworth","Snake River wheatgrass","Poaceae","Elymus wawawaiensis"
"ELYHO","","×Elyhordeum Mansf. ex Zizin & Petrowa","barley","Poaceae","×Elyhordeum"
"ELYLE","","×Elyleymus Baum","wildrye","Poaceae","×Elyleymus"
"ELYMU","","Elymus L.","wildrye","Poaceae","Elymus"
"EMNI","","Empetrum nigrum L.","black crowberry","Empetraceae","Empetrum nigrum"
"EMNIH","","Empetrum nigrum L. ssp. hermaphroditum (Lange ex Hagerup) Böcher","black crowberry","Empetraceae","Empetrum nigrum ssp. hermaphroditum"
"EMNIH","EMEAH","Empetrum eamesii Fernald & Wiegand ssp. hermaphroditum (Lange ex Hagerup) D. Löve","","Empetraceae","Empetrum eamesii ssp. hermaphroditum"
"EMNIH","EMHE","Empetrum hermaphroditum Lange ex Hagerup","","Empetraceae","Empetrum hermaphroditum"
"EMNIN","","Empetrum nigrum L. ssp. nigrum","black crowberry","Empetraceae","Empetrum nigrum ssp. nigrum"
"EMPET","","Empetrum L.","crowberry","Empetraceae","Empetrum"
"ENEMI","","Enemion Raf.","false rue anemone","Ranunculaceae","Enemion"
"ENHA","","Enemion hallii (A. Gray) J.R. Drumm. & Hutch.","Willamette false rue anemone","Ranunculaceae","Enemion hallii"
"ENHA","ISHA3","Isopyrum hallii A. Gray","","Ranunculaceae","Isopyrum hallii"
"EPAN4","","Epilobium anagallidifolium Lam.","alpine willowherb","Onagraceae","Epilobium anagallidifolium"
"EPAN4","EPAL","Epilobium alpinum L., nom. utique rej.","","Onagraceae","Epilobium alpinum nom. utique rej."
"EPAN4","EPANP","Epilobium anagallidifolium Lam. var. pseudoscaposum (Hausskn.) Hultén","","Onagraceae","Epilobium anagallidifolium var. pseudoscaposum"
"EPBR3","","Epilobium brachycarpum C. Presl","autumn willowweed","Onagraceae","Epilobium brachycarpum"
"EPBR3","EPPA2","Epilobium paniculatum Nutt. ex Torr. & A. Gray","","Onagraceae","Epilobium paniculatum"
"EPBR3","EPPAH","Epilobium paniculatum Nutt. ex Torr. & A. Gray var. hammondii (Howell) M. Peck","","Onagraceae","Epilobium paniculatum var. hammondii"
"EPBR3","EPPAJ","Epilobium paniculatum Nutt. ex Torr. & A. Gray var. juncundum (A. Gray) Trel.","","Onagraceae","Epilobium paniculatum var. juncundum"
"EPBR3","EPPAL","Epilobium paniculatum Nutt. ex Torr. & A. Gray var. laevicaule (Rydb.) Munz","","Onagraceae","Epilobium paniculatum var. laevicaule"
"EPBR3","EPPAP","Epilobium paniculatum Nutt. ex Torr. & A. Gray var. paniculatum","","Onagraceae","Epilobium paniculatum var. paniculatum"
"EPBR3","EPPAS","Epilobium paniculatum Nutt. ex Torr. & A. Gray var. subulatum (Hausskn.) Fernald","","Onagraceae","Epilobium paniculatum var. subulatum"
"EPBR3","EPPAT","Epilobium paniculatum Nutt. ex Torr. & A. Gray var. tracyi (Rydb.) Munz","","Onagraceae","Epilobium paniculatum var. tracyi"
"EPCI","","Epilobium ciliatum Raf.","hairy willowherb","Onagraceae","Epilobium ciliatum"
"EPCIC","","Epilobium ciliatum Raf. ssp. ciliatum","coast willowweed","Onagraceae","Epilobium ciliatum ssp. ciliatum"
"EPCIC","EPAD","Epilobium adenocaulon Hausskn.","","Onagraceae","Epilobium adenocaulon"
"EPCIC","EPADE","Epilobium adenocaulon Hausskn. var. ecomosum (Fassett) Munz","","Onagraceae","Epilobium adenocaulon var. ecomosum"
"EPCIC","EPADH","Epilobium adenocaulon Hausskn. var. holosericeum (Trel.) Munz","","Onagraceae","Epilobium adenocaulon var. holosericeum"
"EPCIC","EPADP","Epilobium adenocaulon Hausskn. var. parishii (Trel.) Munz","","Onagraceae","Epilobium adenocaulon var. parishii"
"EPCIC","EPADP2","Epilobium adenocaulon Hausskn. var. perplexans Trel.","","Onagraceae","Epilobium adenocaulon var. perplexans"
"EPCIC","EPAM","Epilobium americanum Hausskn.","","Onagraceae","Epilobium americanum"
"EPCIC","EPBR4","Epilobium brevistylum Barbey","","Onagraceae","Epilobium brevistylum"
"EPCIC","EPBRU","Epilobium brevistylum Barbey var. ursinum (Parish ex Trel.) Jeps.","","Onagraceae","Epilobium brevistylum var. ursinum"
"EPCIC","EPCA4","Epilobium californicum Hausskn.","","Onagraceae","Epilobium californicum"
"EPCIC","EPCAH","Epilobium californicum Hausskn. var. holosericeum (Trel.) Munz","","Onagraceae","Epilobium californicum var. holosericeum"
"EPCIC","EPCIE","Epilobium ciliatum Raf. var. ecomosum (Fassett) B. Boivin","","Onagraceae","Epilobium ciliatum var. ecomosum"
